Stkcd	Accper	Typrep	Indcd	F040202B	F040302B	F040502B	F040602B	F040802B	F040902B	F041002B	F041202B	F041402B	F041502B	F041702B	F041802B	Indnme
股票代码	截止日期	报表类型编码	行业代码	应收账款周转率B	应收账款周转天数B	存货周转率B	存货周转天数B	应付账款周转率B	营运资金（资本）周转率B	现金及现金等价物周转率B	流动资产周转率B	固定资产周转率B	非流动资产周转率B	总资产周转率B	股东权益周转率B	行业名称
600366	2017-12-31	B	C39	5.03195	72.536492	6.045177	60.378712	7.490561	0.404341	3.29337	0.245178	2.694219	0.204	0.111351	0.139083	计算机、通信和其他电子设备制造业
600366	2018-12-31	A	C39	3.921874	93.067753	2.279228	160.141943	10.093323	1.010678	2.971507	0.634287	2.156224	0.743195	0.342218	0.43064	计算机、通信和其他电子设备制造业
600366	2018-12-31	B	C39	5.452407	66.942912	5.91963	61.659259	14.179204	0.642191	2.935418	0.351185	3.347553	0.333493	0.171055	0.219504	计算机、通信和其他电子设备制造业
600366	2019-12-31	A	C39	3.656014	99.835504	2.279639	160.113071	11.739291	0.99144	3.80833	0.624296	1.866034	0.791118	0.348938	0.44202	计算机、通信和其他电子设备制造业
600366	2019-12-31	B	C39	4.277266	85.334884	5.244669	69.594478	17.39785	0.79375	3.510288	0.440651	3.975833	0.400902	0.209919	0.266367	计算机、通信和其他电子设备制造业
600367	2016-12-31	A	C26	6.716234	54.494826	2.355475	155.382672	3.401158	2.215067	5.69513	1.13184	2.985522	1.967305	0.71848	1.050849	化学原料及化学制品制造业
600367	2016-12-31	B	C26	4.739582	77.222	2.330747	157.031201	3.11116	1.5147	7.094365	0.743562	3.039532	0.749896	0.373358	0.501576	化学原料及化学制品制造业
600367	2017-12-31	A	C26	7.795904	46.819458	3.07522	118.690695	4.135701	2.474258	5.221518	1.2846	3.068377	2.022524	0.785617	1.125659	化学原料及化学制品制造业
600367	2017-12-31	B	C26	6.431642	56.750671	2.910216	125.420244	3.698349	1.917098	7.953645	0.96157	3.18086	0.816281	0.441494	0.572511	化学原料及化学制品制造业
600367	2018-12-31	A	C26	9.161986	39.838524	3.901794	93.546712	4.922514	2.769841	5.408359	1.458419	3.177862	2.185352	0.874687	1.235308	化学原料及化学制品制造业
600367	2018-12-31	B	C26	8.668906	42.104505	3.864483	94.449891	4.56392	2.217572	6.124608	1.189751	3.501212	0.916972	0.517851	0.648723	化学原料及化学制品制造业
600367	2019-12-31	A	C26	8.164275	44.70697	3.535272	103.245238	4.615175	2.564797	4.584758	1.327539	2.909948	1.8403	0.77121	1.102003	化学原料及化学制品制造业
600367	2019-12-31	B	C26	7.536861	48.42865	3.824644	95.433719	4.018624	1.80559	3.58295	0.952739	2.87823	0.702787	0.404447	0.505883	化学原料及化学制品制造业
600367	2020-12-31	A	C26	7.249622	50.485391	3.520273	103.969209	4.504506	2.280526	4.314906	1.214259	2.477177	1.520017	0.675021	0.963179	化学原料及化学制品制造业
600367	2020-12-31	B	C26	7.685996	47.619072	4.658844	78.560261	4.375009	1.649381	3.956551	0.95001	2.210888	0.624042	0.376637	0.453311	化学原料及化学制品制造业
600370	2021-12-31	A	C26	12.120682	30.113817	10.053766	36.304804	8.443719	11.999304	10.858836	2.754718	5.533086	3.851737	1.606073	3.12259	化学原料及化学制品制造业
600370	2021-12-31	B	C26	7.60514	47.993857	5.259334	69.400422	7.350717	0.24095	1.251311	0.185632	4.413449	0.064636	0.047943	0.050964	化学原料及化学制品制造业
600372	2016-12-31	A	C37	1.428722	256.172999	1.672827	218.791304	1.453832	2.071978	3.386682	0.582519	2.38499	1.409899	0.412209	1.141264	铁路、船舶、航空航天和其它运输设备制造业
600372	2016-12-31	B	C37	4554.335716	0.080363	2.202074	166.206949	0.64933	0.555558	0.220549	0.092624	107.301422	0.017392	0.014642	0.017889	铁路、船舶、航空航天和其它运输设备制造业
600372	2017-12-31	A	C37	1.276904	285.847644	1.564419	233.313454	1.366976	1.466811	2.250902	0.497092	2.334775	1.342174	0.362745	1.024487	铁路、船舶、航空航天和其它运输设备制造业
600372	2017-12-31	B	C37	943.740937	0.386759	11.589481	31.494076	6.055033	0.084271	0.06806	0.052718	60.102517	0.020424	0.014721	0.020175	铁路、船舶、航空航天和其它运输设备制造业
600372	2018-12-31	A	C37	1.237634	294.91756	1.538254	237.282009	1.382704	1.375814	2.287551	0.482567	2.455598	1.369387	0.356824	0.995717	铁路、船舶、航空航天和其它运输设备制造业
600372	2018-12-31	B	C37	75.624863	4.826455	0.395165	923.664798	0.232271	0.042259	0.05059	0.035318	68.381075	0.014865	0.010462	0.015166	铁路、船舶、航空航天和其它运输设备制造业
600372	2019-12-31	A	C37	1.246547	292.808855	1.502437	242.938639	1.393502	1.584448	2.869596	0.508419	2.763214	1.453522	0.376667	1.03524	铁路、船舶、航空航天和其它运输设备制造业
600372	2019-12-31	B	C37	40.802977	8.945426				0.023155	0.047062	0.022874	324.85936	0.007264	0.005513	0.007748	铁路、船舶、航空航天和其它运输设备制造业
600372	2020-12-31	A	C37	1.218283	300.422808	1.418929	257.941025	1.412195	1.352087	2.39929	0.493964	2.743615	1.457451	0.368926	0.908711	铁路、船舶、航空航天和其它运输设备制造业
600372	2020-12-31	B	C37						0.026103	0.043383	0.025743	237.105378	0.007492	0.005803	0.006836	铁路、船舶、航空航天和其它运输设备制造业
600372	2021-12-31	A	C37	1.406358	259.535623	1.285041	284.03763	1.482634	1.341545	2.495055	0.520067	2.586352	1.497157	0.385987	0.86765	铁路、船舶、航空航天和其它运输设备制造业
600372	2021-12-31	B	C37						0.047004	0.08184	0.045922	333.319475	0.008055	0.006853	0.006878	铁路、船舶、航空航天和其它运输设备制造业
600375	2016-12-31	A	C36	2.951108	124.021215	2.80671	130.401787	1.526672		14.021125	0.95175	1.325083	0.806055	0.436432	1.482371	汽车制造业
600375	2016-12-31	B	C36	2.181214	167.796466	11.019778	33.21301	2.305015		80.168774	1.10348	20.200997	1.101651	0.551282	1.311739	汽车制造业
600375	2017-12-31	A	C36	3.530917	103.37258	3.783425	96.473433	2.20167		23.082649	1.204544	2.001267	1.145556	0.587155	2.142841	汽车制造业
600375	2017-12-31	B	C36	2.964459	123.125332	16.186296	22.54994	3.415597		56.317174	1.448279	42.608967	1.60598	0.761529	1.903524	汽车制造业
600375	2018-12-31	A	C36	3.390199	107.663296	3.97181	91.897649	2.648705		20.644172	1.173107	2.362704	1.364025	0.630691	2.551774	汽车制造业
600375	2018-12-31	B	C36	2.729946	133.702278	16.712906	21.83941	3.926888		44.203778	1.334618	101.309129	1.989746	0.798815	2.363119	汽车制造业
600375	2019-12-31	A	C36	2.920378	124.983821	3.045367	119.854192	2.280169		12.819651	0.908929	2.055406	1.174279	0.512352	2.200422	汽车制造业
600375	2019-12-31	B	C36	2.301882	158.565904	10.620619	34.367112	4.20043		24.374144	1.004581	106.226831	1.703049	0.631863	2.00503	汽车制造业
600375	2020-12-31	A	C36	3.023757	121.041473	3.078934	118.872311	2.020297		11.640951	0.957173	2.141136	1.106118	0.513135	2.396201	汽车制造业
600375	2020-12-31	B	C36	2.431966	150.495525	11.676546	31.344886	5.160683		19.460378	1.092592	139.507114	1.688993	0.663427	2.116332	汽车制造业
600375	2021-12-31	A	C36	2.357834	154.803095	3.112106	117.283923	1.7321		8.123009	0.868629	1.881678	0.892993	0.440321	2.558058	汽车制造业
600375	2021-12-31	B	C36	1.557074	234.414036	18.892055	19.320291	3.428418		11.181455	0.845754	145.906196	1.373182	0.523392	1.841562	汽车制造业
600378	2016-12-31	A	C26	3.846017	95.163386	3.143297	116.438249	1.933392	0.87059	1.01044	0.566313	1.383547	1.306604	0.395077	0.523181	化学原料及化学制品制造业
600378	2016-12-31	B	C26	4.125203	88.722906	3.148908	116.23077	1.933392	0.910626	1.044127	0.582798	1.396872	1.26871	0.399351	0.530858	化学原料及化学制品制造业
600378	2017-12-31	A	C26	4.235751	86.17126	5.394581	67.660491	2.433337	1.085275	1.55241	0.714756	1.946691	1.841698	0.514918	0.68363	化学原料及化学制品制造业
600378	2017-12-31	B	C26	4.235751	86.17126	5.394581	67.660491	2.433337	1.085275	1.55241	0.714756	1.946691	1.841698	0.514918	0.68363	化学原料及化学制品制造业
600378	2018-12-31	A	C26	5.202152	70.163271	4.678833	78.010906	5.983998	2.294187	2.75553	1.023059	1.581204	1.031823	0.513711	0.877445	化学原料及化学制品制造业
600378	2018-12-31	B	C26	3.800313	96.044721	5.604016	65.131863	2.424839	2.408515	1.65391	0.678895	2.008583	0.20431	0.157047	0.188388	化学原料及化学制品制造业
600378	2019-12-31	A	C26	4.883168	74.746558	5.479823	66.607991	6.050558	1.9981	2.946281	1.085254	1.769474	1.08878	0.543507	0.844991	化学原料及化学制品制造业
600378	2019-12-31	B	C26	5.574066	65.481822	8.178067	44.631574	3.376308	5.561426	2.650137	1.092466	3.018079	0.160215	0.139724	0.155744	化学原料及化学制品制造业
600378	2020-12-31	A	C26	4.7447	77.138702	5.976513	61.239723	5.962209	1.725344	2.928856	1.090608	1.994922	1.205234	0.57253	0.850155	化学原料及化学制品制造业
600378	2020-12-31	B	C26	2.132697	171.613689	4.073422	89.850745	1.432552	0.809293	0.832654	0.32313	1.213403	0.029983	0.027437	0.029698	化学原料及化学制品制造业
600379	2016-12-31	A	C38	4.930004	74.239291	4.111995	89.00789	6.394588	2.922442	6.502016	1.351468	3.167585	2.865054	0.918299	1.535804	电气机械及器材制造业
600379	2016-12-31	B	C38	5.33319	68.626844	4.710014	77.706775	8.843494	2.936977	6.65069	1.397973	3.506275	2.635512	0.913447	1.475093	电气机械及器材制造业
600379	2017-12-31	A	C38	5.6691	64.384117	4.642572	78.620213	7.37228	3.037394	17.114191	1.742355	3.770777	3.350745	1.146294	1.66468	电气机械及器材制造业
600379	2017-12-31	B	C38	6.024368	60.587268	5.198674	70.210211	10.193904	2.98679	20.39703	1.80446	4.210462	3.070319	1.136517	1.582777	电气机械及器材制造业
600379	2018-12-31	A	C38	5.349019	68.236811	4.745007	76.922963	6.517355	2.729559	13.413601	1.645992	4.042654	3.643874	1.133826	1.671586	电气机械及器材制造业
600379	2018-12-31	B	C38	5.243545	69.609396	5.107947	71.45728	14.489735	2.661456	15.876738	1.672965	4.378041	3.068666	1.082702	1.528956	电气机械及器材制造业
600379	2019-12-31	A	C38	5.080171	71.847975	5.161554	70.715137	5.984526	2.614886	10.149525	1.587127	4.633635	4.192363	1.15128	1.75155	电气机械及器材制造业
600379	2019-12-31	B	C38	4.739713	77.008882	5.564669	65.592401	10.850157	2.603372	11.636249	1.623801	4.970049	3.289481	1.087148	1.583925	电气机械及器材制造业
600379	2020-12-31	A	C38	4.645209	78.790857	5.360744	68.274105	4.962666	2.364351	6.661128	1.409164	4.780768	4.261496	1.058985	1.618849	电气机械及器材制造业
600379	2020-12-31	B	C38	4.307242	84.973168	5.512243	66.397653	5.281566	2.289709	7.093599	1.38439	4.989632	3.17237	0.963798	1.417681	电气机械及器材制造业
600379	2021-12-31	A	C38	5.224923	69.857489	5.972226	61.11624	4.893419	2.491308	4.547395	1.32966	5.233904	4.297043	1.015445	1.675608	电气机械及器材制造业
600379	2021-12-31	B	C38	4.834118	75.504984	5.656414	64.528516	4.909003	2.445513	4.588822	1.261634	5.701106	2.990195	0.887273	1.434004	电气机械及器材制造业
600380	2016-12-31	A	C27	5.236852	69.889315	2.681716	136.479776	5.69117	4.204863	3.902494	1.344094	2.230855	1.262397	0.650983	1.168323	医药制造业
600380	2016-12-31	B	C27	5.914055	61.886472	1046.952606	0.349586	6.994419	1.22041	1.621233	0.490761	14.44758	0.34113	0.201244	0.401905	医药制造业
600380	2017-12-31	A	C27	5.588274	65.315337	2.889371	126.325072	7.019694	1.995667	1.834072	0.957763	2.514636	1.366706	0.563131	0.939262	医药制造业
600380	2017-12-31	B	C27	5.584127	65.363843	677.778323	0.538524	8.504176	1.547004	2.09011	0.515645	18.1809	0.337335	0.203926	0.423113	医药制造业
600380	2018-12-31	A	C27	5.979132	61.04565	3.046672	119.802854	7.282497	1.371426	1.22269	0.725046	2.703002	1.375411	0.474771	0.749056	医药制造业
600380	2018-12-31	B	C27	5.822411	62.688807	469.361616	0.777652	11.769418	1.113428	1.830263	0.384828	20.805362	0.32321	0.175669	0.31213	医药制造业
600380	2019-12-31	A	C27	6.178691	59.074001	2.906051	125.599998	6.750833	1.320053	1.180282	0.722573	2.952242	1.387904	0.475183	0.711388	医药制造业
600380	2019-12-31	B	C27	6.762738	53.972222	748.321097	0.487759	7.512987	1.0963	1.514658	0.453142	27.17902	0.358402	0.200121	0.290534	医药制造业
600380	2020-12-31	A	C27	6.084564	60.152215	2.901419	126.145172	6.657252	1.364822	1.172576	0.772901	3.200738	1.453519	0.504588	0.738463	医药制造业
600380	2020-12-31	B	C27	4.780021	76.568701	1124.142961	0.325581	3.594455	1.289609	1.012211	0.541046	30.442706	0.369075	0.219407	0.293002	医药制造业
600380	2021-12-31	A	C27	6.00019	60.831407	2.923596	124.846251	6.708535	1.542893	1.335305	0.842136	3.450089	1.480034	0.536735	0.806956	医药制造业
600380	2021-12-31	B	C27	4.466495	81.719559	3486.353057	0.104694	3.512308	1.578015	1.474918	0.64918	44.689456	0.502205	0.283156	0.392781	医药制造业
600381	2016-12-31	A	C14	9.364473	39.083887	0.654612	559.109824	30.341507	0.4231	2.086401	0.392719	7.378946	1.974077	0.327556	0.376448	食品制造业
600381	2016-12-31	B	C14	0.196454	1863.031549				0.036091	2.743266	0.034494	5.415877	0.00071	0.000695	0.000722	食品制造业
600381	2017-12-31	A	C14	4.647175	78.54234	0.61408	594.385096	45.777662	0.266224	1.514011	0.25742	4.751864	0.957646	0.202884	0.217923	食品制造业
600381	2017-12-31	B	C14			3.78362	96.468461	0.45968	0.020271	0.684985	0.013462	0.076715	0.000178	0.000176	0.000181	食品制造业
600381	2018-12-31	A	C14	2.597903	140.497932	0.558523	653.509345	55.939748	0.195487	3.787924	0.191426	2.835372	0.479287	0.136792	0.141628	食品制造业
600381	2018-12-31	B	C14	7.352711	49.641554	456410.6869	0.0008	2.560582	0.095543	2.199076	0.063621	1.021212	0.009046	0.00792	0.008335	食品制造业
600381	2019-12-31	A	C14	1.328966	274.649615	0.383131	952.676761	38.203214	0.163252	1.242872	0.160673	1.770567	0.241638	0.096504	0.097977	食品制造业
600381	2019-12-31	B	C14	1.162782	313.902348	0.308617	1182.695704	5.402595	0.122617	1.259316	0.100316	1.296577	0.047865	0.032404	0.034516	食品制造业
600381	2020-12-31	A	C14	0.682824	536.009279	0.228288	1603.238015	1.613993	0.106259	0.542921	0.099878	0.559887	0.116869	0.053854	0.055753	食品制造业
600381	2020-12-31	B	C14	0.520236	703.526861	0.193519	1891.28716	1.281647	0.077664	0.490079	0.069493	0.402217	0.11515	0.043338	0.046476	食品制造业
600385	2016-12-31	A	C27	10.06081	36.378781			11.517569	5.108912	1.870457	1.539577	427.960099	17.869851	1.417456	3.973038	医药制造业
600385	2016-12-31	B	C27					0.349182		1971.308831	6.258299	4.443225	0.056736	0.056226		医药制造业
600385	2017-12-31	A	C27	20.712745	17.622			18.393795	0.454078	0.162499	0.156284	40.313934	1.597152	0.142354	0.353559	医药制造业
600385	2017-12-31	B	C27					0.340226		2272.612908	9.489312	4.871288	0.060427	0.060045		医药制造业
600385	2018-12-31	A	C27					0.562723	0.120244	0.036143	0.035889	10.067178	0.365085	0.032677	0.090453	医药制造业
600385	2018-12-31	B	C27							1124.92844	5.399646	5.268178	0.06124	0.060553		医药制造业
600385	2019-12-31	A	C27	2158.566046	0.169094	1.725557	211.525901	11.114527		0.547253	0.408349	2.875397	1.669379	0.328094	3.883529	医药制造业
600385	2019-12-31	B	C27					0.670031		313.108909	0.23137	5.424315	0.034927	0.030346		医药制造业
600385	2020-12-31	A	C27	483.74148	0.756602	1.436121	254.853177	22.412479		0.580895	0.365757	2.338776	1.30444	0.28566	2.884095	医药制造业
600385	2020-12-31	B	C27					21.876893		330.865375	0.134893	6.078457	0.022617	0.01937		医药制造业
600388	2016-12-31	A	C35	3.908248	93.6481	1.029232	355.604956	2.179729	2.871341	3.809887	0.651957	8.512	4.539672	0.570085	2.076408	专用设备制造业
600388	2016-12-31	B	C35	4.221207	86.705059	1.415947	258.484251	3.601258	4.43727	4.846771	0.71327	53.018263	3.840452	0.601547	2.500705	专用设备制造业
600388	2017-12-31	A	C35	3.749766	97.339407	0.948098	384.981299	2.059374	2.690711	3.961683	0.630491	8.040258	4.646163	0.555156	1.880019	专用设备制造业
600388	2017-12-31	B	C35	3.993597	91.396303	1.315414	277.479181	3.617436	4.60771	5.729515	0.709652	46.131832	3.682895	0.595002	2.270439	专用设备制造业
600388	2018-12-31	A	C35	3.652438	99.93325	1.015357	359.479474	2.297881	3.326108	4.54643	0.666624	9.433594	3.589699	0.562217	1.947625	专用设备制造业
600388	2018-12-31	B	C35	3.891556	93.792817	1.597988	228.412228	4.232224	5.806051	6.800369	0.79053	49.234127	2.668771	0.609876	2.072371	专用设备制造业
600388	2019-12-31	A	C35	3.511249	103.951614	1.121617	325.423028	2.388986	4.197149	4.787462	0.675718	11.400793	2.709613	0.540844	2.011978	专用设备制造业
600388	2019-12-31	B	C35	3.238811	112.695678	1.549393	235.576126	3.415645	20.348259	6.568993	0.643728	46.299422	1.506067	0.450972	1.632438	专用设备制造业
600388	2020-12-31	A	C35	3.436149	106.514589	0.936897	390.651267	2.016646	3.036375	4.34536	0.559332	8.538264	1.974903	0.435881	1.680372	专用设备制造业
600388	2020-12-31	B	C35	3.643367	100.456528	1.360276	269.063043	3.04123		7.03216	0.572098	36.049876	1.079718	0.373955	1.517586	专用设备制造业
600389	2016-12-31	A	C26	17.388562	21.048319	9.852683	37.147242	19.816688		22.40203	4.232177	3.081253	2.30128	1.4907	3.563578	化学原料及化学制品制造业
600389	2016-12-31	B	C26	11.861612	30.85584	6.127622	59.729533	11.81265		15.867187	3.004408	1.934446	1.414637	0.961779	2.256941	化学原料及化学制品制造业
600389	2017-12-31	A	C26	8.510623	42.887577	7.813298	46.715228	10.911104		16.843006	3.098055	2.578389	1.888409	1.173255	2.476848	化学原料及化学制品制造业
600389	2017-12-31	B	C26	9.023178	40.45138	7.477342	48.814137	10.82276		18.154446	3.28179	2.485971	1.779974	1.154045	2.409461	化学原料及化学制品制造业
600389	2018-12-31	A	C26	8.103539	45.042049	6.441907	56.660241	9.899598	57.328591	18.49109	2.940771	3.063521	2.245498	1.273265	2.314655	化学原料及化学制品制造业
600389	2018-12-31	B	C26	7.769871	46.976327	6.348617	57.492837	10.234437	691.189682	31.19975	3.110724	3.028763	2.164394	1.276338	2.31139	化学原料及化学制品制造业
600389	2019-12-31	A	C26	9.174733	39.783174	6.531726	55.881095	10.125308	15.96983	11.165988	2.496203	3.892711	2.596941	1.272788	2.449743	化学原料及化学制品制造业
600389	2019-12-31	B	C26	7.835614	46.582182	6.343865	57.535903	9.243095	22.370298	14.033564	2.465618	3.582083	2.307133	1.191872	2.292528	化学原料及化学制品制造业
600389	2020-12-31	A	C26	8.238645	44.424781	7.240942	50.54591	8.840399	23.815949	7.62297	2.161906	4.141975	2.459802	1.150627	2.490021	化学原料及化学制品制造业
600389	2020-12-31	B	C26	7.793398	46.962827	8.679682	42.167443	8.688793	69.697654	8.353978	2.277253	4.159458	2.245294	1.13058	2.427987	化学原料及化学制品制造业
600391	2016-12-31	A	C37	2.870646	127.497434	0.835445	438.08988	2.008191	1.992669	9.297656	0.649034	1.335086	1.030722	0.398256	1.059419	铁路、船舶、航空航天和其它运输设备制造业
600391	2016-12-31	B	C37	3.235299	113.127102	0.731418	500.397857	2.112956	1.68389	11.794681	0.592215	1.677621	1.072767	0.381571	0.931375	铁路、船舶、航空航天和其它运输设备制造业
600391	2017-12-31	A	C37	2.898456	125.929115	0.771163	473.31109	1.748104	2.171588	10.56216	0.631972	1.312217	1.043894	0.393654	1.0948	铁路、船舶、航空航天和其它运输设备制造业
600391	2017-12-31	B	C37	3.326295	109.731698	0.681909	535.262036	1.8029	1.735862	15.507022	0.584694	1.715214	1.153559	0.388021	0.998229	铁路、船舶、航空航天和其它运输设备制造业
600391	2018-12-31	A	C37	3.239663	112.66604	0.795182	459.014414	1.690384	2.349202	10.507721	0.634371	1.317451	1.11463	0.404282	1.225488	铁路、船舶、航空航天和其它运输设备制造业
600391	2018-12-31	B	C37	3.623296	100.737009	0.689938	529.033044	1.653099	1.851904	18.149889	0.564058	1.757625	1.241232	0.387819	1.146781	铁路、船舶、航空航天和其它运输设备制造业
600391	2019-12-31	A	C37	4.282829	85.224042	1.239678	294.431296	2.246014	5.254927	15.457412	0.940998	1.911379	1.650938	0.59937	1.824574	铁路、船舶、航空航天和其它运输设备制造业
600391	2019-12-31	B	C37	4.728066	77.198584	1.155151	315.976007	2.217195	4.503384	27.131802	0.9189	2.877248	2.056349	0.635099	2.007152	铁路、船舶、航空航天和其它运输设备制造业
600391	2020-12-31	A	C37	3.931617	93.091468	1.064184	343.925487	1.732611	6.943941	7.704788	0.757213	1.558468	1.349302	0.485023	1.405302	铁路、船舶、航空航天和其它运输设备制造业
600391	2020-12-31	B	C37	3.783591	96.7335	0.956668	382.577864	1.599301	5.876315	13.077382	0.716745	2.286261	1.586131	0.493666	1.527159	铁路、船舶、航空航天和其它运输设备制造业
600401	2016-12-31	A	C39	1.35277	270.55597	6.903183	53.01902	1.195434		5.89265	0.576663	0.729668	0.46042	0.256013	1.034025	计算机、通信和其他电子设备制造业
600401	2016-12-31	B	C39	4.224655	86.634293	46.782521	7.823435	3.030581	8.001374	154.350227	0.466306	3.363854	0.556689	0.253752	0.556101	计算机、通信和其他电子设备制造业
600401	2017-12-31	A	C39	1.000599	364.781496	7.855289	46.465509	1.064716		5.310801	0.455383	0.529393	0.354527	0.199338	1.346648	计算机、通信和其他电子设备制造业
600401	2017-12-31	B	C39	2.535035	143.982233	53.02911	6.883012	2.135176		238.590933	0.286785	2.108114	0.390414	0.165335	0.511391	计算机、通信和其他电子设备制造业
600401	2018-12-31	A	C39	0.457231	798.283581	13.885462	26.286486	0.30863		14.30818	0.263591	0.17179	0.125113	0.084842		计算机、通信和其他电子设备制造业
600401	2018-12-31	B	C39	0.417179	874.924193	17.967809	20.314107	0.328769		560.333285	0.055013	0.274662	0.0942	0.03473		计算机、通信和其他电子设备制造业
600405	2016-12-31	A	C39	1.355963	269.918869	2.708545	135.127901	1.374449	9.246969	10.657708	0.806406	2.412348	1.42295	0.514712	1.53711	计算机、通信和其他电子设备制造业
600405	2016-12-31	B	C39	1.240333	295.082047	5.469111	66.921297	1.111003	74.218769	10.27686	0.791938	2.369683	1.091246	0.458903	1.334537	计算机、通信和其他电子设备制造业
600405	2017-12-31	A	C39	1.297671	281.273142	2.822788	129.304787	1.424515	6.003076	6.634995	0.745092	1.599681	1.062536	0.43797	1.085948	计算机、通信和其他电子设备制造业
600405	2017-12-31	B	C39	1.053265	346.541469	5.52447	66.069686	1.127971	6.993539	7.145539	0.664617	1.910891	0.845589	0.37213	0.918273	计算机、通信和其他电子设备制造业
600405	2018-12-31	A	C39	1.114348	327.545794	2.097396	174.025315	1.259317	3.30982	5.496193	0.609182	0.953526	0.730048	0.332081	0.737817	计算机、通信和其他电子设备制造业
600405	2018-12-31	B	C39	0.78866	462.810337	4.65771	78.36469	1.020789	2.775902	5.877763	0.513253	1.656731	0.653467	0.287467	0.652002	计算机、通信和其他电子设备制造业
600405	2019-12-31	A	C39	1.533548	238.010157	2.956863	123.441634	1.646472	9.491076	19.598044	0.895843	1.375272	1.041449	0.481587	1.160257	计算机、通信和其他电子设备制造业
600405	2019-12-31	B	C39	1.07114	340.758444	6.915405	52.780712	1.125925	34.334945	22.504999	0.75134	2.958545	0.910668	0.411684	1.048521	计算机、通信和其他电子设备制造业
600405	2020-12-31	A	C39	1.410432	259.494963	3.051142	119.955086	1.688715	9.856392	17.400618	0.86231	1.442766	1.044019	0.472252	1.144448	计算机、通信和其他电子设备制造业
600405	2020-12-31	B	C39	1.133121	323.001692	8.87022	41.26166	1.050168		32.514064	0.755992	3.186886	0.880359	0.406725	1.061514	计算机、通信和其他电子设备制造业
600409	2016-12-31	A	C26	27.80189	13.164573	9.16291	39.943642	4.789074		9.226794	3.023869	1.185893	1.018984	0.762153	2.208792	化学原料及化学制品制造业
600409	2016-12-31	B	C26	13.117799	27.901022	19.323909	18.940267	4.036816		6.429596	1.537699	1.332974	0.522408	0.389934	0.756863	化学原料及化学制品制造业
600409	2017-12-31	A	C26	34.518433	10.574061	8.803336	41.461555	4.998159		11.0466	3.198621	1.491108	1.244243	0.895787	2.232885	化学原料及化学制品制造业
600409	2017-12-31	B	C26	14.978338	24.368525	18.62966	19.592413	4.221472		11.783285	2.082569	1.510611	0.618998	0.47717	0.873611	化学原料及化学制品制造业
600409	2018-12-31	A	C26	34.844054	10.475245	7.774839	46.94631	4.515591		9.045836	2.690127	1.40084	1.171913	0.816303	1.800204	化学原料及化学制品制造业
600409	2018-12-31	B	C26	15.385439	23.72373	14.822862	24.624125	4.008933	18.034163	12.171302	1.941765	1.490996	0.566448	0.438523	0.781176	化学原料及化学制品制造业
600409	2019-12-31	A	C26	38.428451	9.498171	8.909756	40.966329	5.526683		8.438115	2.716833	1.330171	1.170976	0.818288	1.722447	化学原料及化学制品制造业
600409	2019-12-31	B	C26	17.603102	20.734982	13.875556	26.305252	4.961163		9.38909	2.14194	1.542698	0.570677	0.450618	0.785136	化学原料及化学制品制造业
600409	2020-12-31	A	C26	39.810713	9.193505	9.145643	40.019056	5.69126		7.31513	2.457521	1.146855	1.026949	0.724285	1.452195	化学原料及化学制品制造业
600409	2020-12-31	B	C26	16.408629	22.305337	14.665495	24.956539	5.834479		7.55489	2.018916	1.218026	0.462867	0.376539	0.622865	化学原料及化学制品制造业
600409	2021-12-31	A	C26	57.586856	6.338252	10.247219	35.61942	7.271442		8.926637	2.923446	1.526912	1.346904	0.922079	1.768558	化学原料及化学制品制造业
600409	2021-12-31	B	C26	24.343951	14.993458	15.479813	23.579096	7.688775		11.474458	2.611957	1.59243	0.594697	0.484406	0.801753	化学原料及化学制品制造业
600416	2016-12-31	A	C34	1.632453	224.202473	2.993051	122.283249	2.4084	7.026391	7.144726	0.73468	6.873655	2.556598	0.570685	2.077433	通用设备制造业
600416	2016-12-31	B	C34	0.955725	382.955348	1.758259	208.160459	2.044242	3.350514	3.764528	0.431531	3.621871	0.654732	0.2601	0.577944	通用设备制造业
600416	2017-12-31	A	C34	1.357251	268.925939	2.944974	123.939974	1.919501	4.461354	5.412061	0.627118	5.7893	1.722151	0.459714	1.398548	通用设备制造业
600416	2017-12-31	B	C34	0.995594	366.615307	2.586913	141.094811	1.812086	16.111594	2.351644	0.416917	2.837907	0.352891	0.191121	0.375626	通用设备制造业
600416	2018-12-31	A	C34	0.92672	393.862224	2.079818	175.496125	1.415782	5.793802	3.553375	0.413601	3.41307	0.995714	0.292219	1.020933	通用设备制造业
600416	2018-12-31	B	C34	0.843087	432.932782	4.11834	88.627942	1.834049		2.221892	0.401819	2.115607	0.239099	0.149901	0.309396	通用设备制造业
600416	2019-12-31	A	C34	0.994048	367.185488	1.932044	188.919093	1.454973		4.241984	0.416218	2.566671	0.838328	0.27813	1.26026	通用设备制造业
600416	2019-12-31	B	C34	0.760174	480.153228	3.575458	102.084824	1.787041		3.911109	0.406749	1.304186	0.202789	0.135323	0.292385	通用设备制造业
600416	2020-12-31	A	C34	1.176684	311.043577	1.879164	194.76746	1.641018		4.640659	0.468346	2.359917	0.966181	0.31544	1.441429	通用设备制造业
600416	2020-12-31	B	C34	1.063181	344.249944	4.382444	83.515043	2.031267		8.480436	0.558232	1.504973	0.358017	0.218125	0.590104	通用设备制造业
