Stkcd	Accper	Indcd	F100101B	F100201B	F100301B	F100401A	F100901A	F100902A	F100903A	F100904A	Indnme
股票代码	截止日期	行业代码	市盈率1	市销率1	市现率1	市净率	托宾Q值A	托宾Q值B	托宾Q值C	托宾Q值D	行业名称
600596	2019-12-31	C26	15.767654	0.63337	7.961036	1.085089	1.049214	1.114908	1.049955	1.115694	化学原料及化学制品制造业
600596	2020-12-31	C26	13.73043	0.709468	8.12209	1.227077	1.112807	1.179053	1.131918	1.199302	化学原料及化学制品制造业
600596	2021-12-31	C26	7.539706	1.077722	7.107354	2.079441	1.554506	1.638061	1.617259	1.704187	化学原料及化学制品制造业
600597	2016-12-31	C14	23.801322	0.795383	6.159615	2.609133	1.613263	1.6748	1.616436	1.678094	食品制造业
600597	2017-12-31	C14	22.67545	0.855981	11.591353	2.776075	1.717489	1.785256	1.717598	1.785369	食品制造业
600597	2018-12-31	C14	19.439484	0.487798	7.042144	1.508769	1.192452	1.23587	1.192481	1.2359	食品制造业
600597	2019-12-31	C14	22.768983	0.688675	6.448373	2.095034	1.460426	1.5208	1.460495	1.520872	食品制造业
600597	2020-12-31	C14	25.358684	0.789374	9.223669	2.233267	1.541275	1.621567	1.541357	1.621654	食品制造业
600597	2021-12-31	C14	35.311505	0.685403	9.72458	1.933738	1.366043	1.452664	1.412188	1.501735	食品制造业
600600	2016-12-31	C15	35.970868	1.523497	13.387543	2.356337	1.392091	1.623169	1.761169	2.053511	酒、饮料和精制茶制造业
600600	2017-12-31	C15	38.440178	2.022074	23.896243	2.989346	1.588039	1.829175	2.141565	2.466751	酒、饮料和精制茶制造业
600600	2018-12-31	C15	30.169708	1.772147	11.797385	2.519817	1.429404	1.61451	1.833605	2.071055	酒、饮料和精制茶制造业
600600	2019-12-31	C15	35.715897	2.462147	17.154045	3.459993	1.676287	1.870028	2.312882	2.580198	酒、饮料和精制茶制造业
600600	2020-12-31	C15	58.273136	4.884769	27.374966	6.345912	2.403696	2.646655	3.751631	4.130836	酒、饮料和精制茶制造业
600600	2021-12-31	C15	41.480654	4.477475	22.351255	5.676762	2.218973	2.415469	3.389825	3.690003	酒、饮料和精制茶制造业
600601	2016-12-31	C39	150.607559	1.526601	19.593016	2.705286	1.602856	1.63506	1.602856	1.63506	计算机、通信和其他电子设备制造业
600601	2017-12-31	C39		1.566918		2.598385	1.441498	1.471582	1.441498	1.471582	计算机、通信和其他电子设备制造业
600601	2018-12-31	C39	98.382245	0.970194	8.633005	1.704934	1.207311	1.230263	1.207311	1.230263	计算机、通信和其他电子设备制造业
600601	2019-12-31	C39		1.378006	9.626614	4.23281	1.615323	1.648512	1.615323	1.648512	计算机、通信和其他电子设备制造业
600601	2020-12-31	C39		1.458962	13.407052	11.674921	1.8866	1.926406	1.8866	1.926406	计算机、通信和其他电子设备制造业
600609	2016-12-31	C36	12269.75561	1.811439	18.111263	13.035257	1.706268	1.765609	1.706268	1.765609	汽车制造业
600609	2017-12-31	C36	17.518857	1.09067	11.853034	7.251975	1.912032	1.950119	1.912032	1.950119	汽车制造业
600609	2018-12-31	C36	12.115992	0.551161	1.9635	4.101597	1.44987	1.480052	1.44987	1.480052	汽车制造业
600609	2019-12-31	C36	18.012713	0.77266	6.746723	4.549348	1.560399	1.595032	1.560399	1.595032	汽车制造业
600609	2020-12-31	C36		1.376792	22.284257	6.533076	2.08148	2.138202	2.297776	2.360392	汽车制造业
600610	2020-12-31	C26	118.74748	5.014118	2311.500271	60.15407	2.624293	3.341175	3.818452	4.861543	化学原料及化学制品制造业
600612	2016-12-31	C41	14.263684	0.557024		3.233063	1.760591	1.773682	1.760591	1.773682	其他制造业
600612	2017-12-31	C41	14.644252	0.540852	17.249376	3.20713	1.8434	1.857302	1.8434	1.857302	其他制造业
600612	2018-12-31	C41	15.053399	0.53764		3.187727	1.740779	1.751873	1.740779	1.751873	其他制造业
600612	2019-12-31	C41	13.607533	0.50184		2.985932	1.666872	1.676005	1.666872	1.676005	其他制造业
600612	2020-12-31	C41	11.442634	0.458473	10.100282	2.518784	1.452664	1.459321	1.452664	1.459321	其他制造业
600613	2016-12-31	C27	42.416858	4.689389	13136.12097	3.077303	2.633587	3.190664	2.633587	3.190664	医药制造业
600613	2017-12-31	C27	37.320283	2.572333	66.651902	1.764386	1.609267	1.982031	1.609267	1.982031	医药制造业
600613	2018-12-31	C27	26.63804	1.415232	17.655439	1.00906	1.018299	1.25311	1.018299	1.25311	医药制造业
600613	2019-12-31	C27	47.85991	2.000421	30.059249	1.448789	1.311943	1.567165	1.311943	1.567165	医药制造业
600613	2020-12-31	C27		1.43867	26.407911	1.124268	1.055435	1.216292	1.055435	1.216292	医药制造业
600616	2016-12-31	C15	118.314057	5.885985	51.13965	3.165599	2.681084	3.038729	2.772647	3.142506	酒、饮料和精制茶制造业
600616	2017-12-31	C15	100.841056	4.964038	43.166637	2.42244	2.208634	2.510197	2.208634	2.510197	酒、饮料和精制茶制造业
600616	2018-12-31	C15		2.726393	49.47807	1.273023	1.230381	1.327366	1.230381	1.327366	酒、饮料和精制茶制造业
600616	2019-12-31	C15	96.368924	2.75277	25.468025	1.335016	1.278712	1.365673	1.278712	1.365673	酒、饮料和精制茶制造业
600616	2020-12-31	C15	413.230646	11.808792		3.682273	3.305115	3.540849	3.305115	3.540849	酒、饮料和精制茶制造业
600616	2021-12-31	C15		7.417598	70.709531	2.518994	2.279034	2.433506	2.279034	2.433506	酒、饮料和精制茶制造业
600618	2016-12-31	C26		2.49791	34.512923	8.691099	3.504412	3.726459	3.504412	3.726459	化学原料及化学制品制造业
600618	2017-12-31	C26	12.649129	1.732981	12.47633	4.29562	2.599641	2.75489	2.599641	2.75489	化学原料及化学制品制造业
600618	2018-12-31	C26	7.128469	1.046634	8.435483	1.919182	1.529654	1.607391	1.529654	1.607391	化学原料及化学制品制造业
600618	2019-12-31	C26	10.559049	1.322106	9.848599	1.835996	1.432627	1.512009	1.432627	1.512009	化学原料及化学制品制造业
600618	2020-12-31	C26	14.056992	1.729161	20.681161	1.602324	1.225599	1.303279	1.225599	1.303279	化学原料及化学制品制造业
600618	2021-12-31	C26	8.173593	2.153439	10.416534	2.020197	1.425423	1.481835	1.425423	1.481835	化学原料及化学制品制造业
600619	2016-12-31	C34	58.26529	1.695375	14.391134	2.616948	1.35937	1.456332	1.452267	1.555855	通用设备制造业
600619	2017-12-31	C34	29.152237	0.945358	12.822706	1.956135	1.181766	1.253846	1.23143	1.306538	通用设备制造业
600619	2018-12-31	C34	17.49782	0.626704	5.621042	1.375649	1.085338	1.145321	1.085338	1.145321	通用设备制造业
600619	2019-12-31	C34	20.02931	0.600255	10.390236	1.329299	1.055256	1.1153	1.057748	1.117933	通用设备制造业
600619	2020-12-31	C34	30.569843	0.571182	18.321698	1.157043	0.984087	1.035792	0.985192	1.036955	通用设备制造业
600623	2016-12-31	C26	57.655034	0.694211	8.946248	1.475082	1.098555	1.164769	1.212384	1.285459	化学原料及化学制品制造业
600623	2017-12-31	C26	40.084081	0.413544	5.017614	0.931079	0.96453	1.01595	0.949216	0.999819	化学原料及化学制品制造业
600623	2018-12-31	C26	9.913376	0.384315	5.792869	0.845418	0.921885	0.961424	0.921885	0.961424	化学原料及化学制品制造业
600623	2019-12-31	C26	21.996186	0.370071	12.214572	0.672816	0.847166	0.882666	0.847166	0.882666	化学原料及化学制品制造业
600623	2020-12-31	C26	29.991175	0.429674	10.993402	0.578291	0.789809	0.822719	0.789809	0.822719	化学原料及化学制品制造业
600623	2021-12-31	C26	5.493551	0.484487	3.304689	0.781156	0.877384	0.906782	0.876166	0.905524	化学原料及化学制品制造业
600636	2017-12-31	C26	42.769594	1.268363	96.590066	2.068825	1.446414	1.838114	1.468215	1.865819	化学原料及化学制品制造业
600636	2018-12-31	C26	8.852431	2.898873		1.530795	1.47876	2.653661	1.47876	2.653661	化学原料及化学制品制造业
600636	2019-12-31	C26	36.030698	3.637882	32.363955	1.456918	1.403264	2.452665	1.403264	2.452665	化学原料及化学制品制造业
600636	2020-12-31	C26	37.993093	8.575855	29.222893	1.969143	1.904874	3.410394	1.904874	3.410394	化学原料及化学制品制造业
600651	2016-12-31	C38	31.844272	1.455164		2.737392	1.43374	1.771874	1.559759	1.927613	电气机械及器材制造业
600651	2017-12-31	C38	294.447195	1.666345		2.537748	1.274003	1.50015	1.353486	1.593742	电气机械及器材制造业
600651	2018-12-31	C38		0.967317	9.497466	11.01755	1.239382	1.31849	1.240282	1.319447	电气机械及器材制造业
600651	2019-12-31	C38		1.487489			1.589743	1.687519	1.589743	1.687519	电气机械及器材制造业
600651	2020-12-31	C38	19.861171	1.939583	370.638529	3.023968	1.248319	1.347511	1.631881	1.761551	电气机械及器材制造业
600664	2016-12-31	C27	25.840224	1.543431	7.848732	2.627572	1.8801	1.932978	1.897229	1.950589	医药制造业
600664	2018-12-31	C27	24.905091	0.929621	14.511626	1.600492	1.312189	1.368998	1.316921	1.373935	医药制造业
600664	2019-12-31	C27	77.966148	0.803548		1.598837	1.284638	1.33858	1.284645	1.338588	医药制造业
600664	2020-12-31	C27		0.741273		2.005026	1.33835	1.396595	1.33835	1.396595	医药制造业
600664	2021-12-31	C27	21.813664	0.698346		2.022456	1.350343	1.407318	1.351939	1.408982	医药制造业
600666	2016-12-31	C39	24.53054	6.103095		3.265494	2.73158	4.199331	3.674174	5.648407	计算机、通信和其他电子设备制造业
600666	2018-12-31	C39		2.051073		3.303297	1.454919	1.769189	1.694743	2.060816	计算机、通信和其他电子设备制造业
600666	2019-12-31	C39	24.486894	2.284758	7.526936	2.18447	1.343987	1.609407	1.52533	1.826563	计算机、通信和其他电子设备制造业
600666	2020-12-31	C39		1.808896		11.901604	1.320043	1.485762	1.488764	1.675664	计算机、通信和其他电子设备制造业
600667	2016-12-31	C39	31.428589	1.356065	25.417708	2.613991	1.366078	1.476773	1.519745	1.642892	计算机、通信和其他电子设备制造业
600667	2017-12-31	C39	34.179035	1.568202	23.023814	2.589527	1.389009	1.488447	1.687773	1.8086	计算机、通信和其他电子设备制造业
600667	2018-12-31	C39	15.952606	0.687622	8.341143	1.504526	1.114225	1.183235	1.201952	1.276395	计算机、通信和其他电子设备制造业
600667	2019-12-31	C39	23.67694	1.009681	10.16234	2.256657	1.380989	1.455536	1.47444	1.554032	计算机、通信和其他电子设备制造业
600667	2020-12-31	C39	20.943465	1.115274	10.466028	2.44574	1.50641	1.583825	1.548788	1.62838	计算机、通信和其他电子设备制造业
600671	2016-12-31	C27	1428.277988	30.325266	2335.008352	56.691128	13.031816	13.398068	13.037584	13.403999	医药制造业
600671	2017-12-31	C27	383.257119	17.447011	125.502133	31.967162	7.614948	8.136914	7.61812	8.140302	医药制造业
600671	2018-12-31	C27		5.435483	27.557194	23.871469	4.882403	5.740987	4.884264	5.743175	医药制造业
600671	2019-12-31	C27	28.817467	5.050338	9.311346	11.252972	3.593025	4.134529	3.594268	4.13596	医药制造业
600671	2020-12-31	C27		5.074432		11.234222	3.157524	3.240439	3.158558	3.2415	医药制造业
600679	2016-12-31	C37	241.062853	22.74174	447.379909	11.004432	4.865425	6.530358	5.675627	7.617809	铁路、船舶、航空航天和其它运输设备制造业
600679	2017-12-31	C37	79.077748	5.489083	195.224193	5.599342	2.804266	3.608725	3.135877	4.035465	铁路、船舶、航空航天和其它运输设备制造业
600679	2018-12-31	C37	313.644626	5.339615		2.888702	1.87936	2.468623	1.87936	2.468623	铁路、船舶、航空航天和其它运输设备制造业
600679	2019-12-31	C37	122.342701	5.090963	226.447767	3.401954	2.046281	2.653452	2.046281	2.653452	铁路、船舶、航空航天和其它运输设备制造业
600679	2020-12-31	C37	59.887169	4.675276	52.488535	3.32885	1.774513	2.552081	2.002946	2.880611	铁路、船舶、航空航天和其它运输设备制造业
600680	2016-12-31	C39		16.982416	1377.226571	15.980776	4.150098	4.213384	4.150098	4.213384	计算机、通信和其他电子设备制造业
600680	2017-12-31	C39		6.243977		10.524244	2.389945	2.432212	2.389945	2.432212	计算机、通信和其他电子设备制造业
600685	2016-12-31	C37	484.277651	1.797938		4.032461	1.265175	1.322346	1.682328	1.758349	铁路、船舶、航空航天和其它运输设备制造业
600685	2018-12-31	C37		0.70331		0.94126	0.989678	1.038434	0.982237	1.030627	铁路、船舶、航空航天和其它运输设备制造业
600685	2019-12-31	C37	22.453613	0.955115	5.581292	1.340982	1.058903	1.105769	1.101359	1.150104	铁路、船舶、航空航天和其它运输设备制造业
600685	2020-12-31	C37	10.359183	3.236519		2.140658	1.298792	1.330184	1.514153	1.550752	铁路、船舶、航空航天和其它运输设备制造业
600685	2021-12-31	C37	316.51145	2.825416	7.554573	1.766238	1.187818	1.213411	1.323193	1.351703	铁路、船舶、航空航天和其它运输设备制造业
600686	2016-12-31	C36		0.394987		1.938699	1.12089	1.136991	1.165724	1.182469	汽车制造业
600686	2017-12-31	C36	8.732932	0.445747		1.491895	1.075756	1.091157	1.10385	1.119654	汽车制造业
600686	2018-12-31	C36	20.216612	0.22723	13.723072	0.83732	0.968732	0.991457	0.968732	0.991457	汽车制造业
600686	2019-12-31	C36	18.16378	0.238075	2.734151	0.753492	0.946335	0.972339	0.946335	0.972339	汽车制造业
600686	2020-12-31	C36	101.48766	0.441801	36.177667	0.975948	0.994579	1.025447	0.993593	1.024431	汽车制造业
600687	2017-12-31	C41	31.258732	2.13954		2.845973	1.637685	1.865803	1.884089	2.146529	其他制造业
600687	2018-12-31	C41		0.559695		1.249347	1.078346	1.124601	1.108619	1.156173	其他制造业
600687	2019-12-31	C41		2.221384		1.69084	1.129015	1.182873	1.129015	1.182873	其他制造业
600690	2016-12-31	C38	9.003375	0.505977	7.479429	1.603087	1.155506	1.472363	1.172673	1.494237	电气机械及器材制造业
600690	2017-12-31	C38	12.691065	0.72133	7.141046	2.45722	1.44978	1.762138	1.44978	1.762138	电气机械及器材制造业
600690	2018-12-31	C38	9.027345	0.481149	4.65836	1.599893	1.189952	1.454981	1.198395	1.465304	电气机械及器材制造业
600690	2019-12-31	C38	10.401935	0.639073	8.506576	1.974178	1.323833	1.617556	1.337745	1.634555	电气机械及器材制造业
600690	2020-12-31	C38	23.28997	1.257372	14.983904	3.871671	1.671768	1.99	1.961333	2.334686	电气机械及器材制造业
600690	2021-12-31	C38	21.254888	1.234541	12.145769	3.464689	1.616844	1.889471	1.918996	2.242571	电气机械及器材制造业
600691	2016-12-31	C26		0.406587	79.883257	1.299595	1.037974	1.093443	1.037982	1.093452	化学原料及化学制品制造业
600691	2017-12-31	C26	1702.109309	0.31734	2.731506	1.131638	1.017847	1.064008	1.017851	1.064012	化学原料及化学制品制造业
600691	2018-12-31	C26	46.347197	0.266246	2.6764	0.757139	0.966884	1.013199	0.955202	1.000957	化学原料及化学制品制造业
600691	2019-12-31	C26		0.278289	10.214661	0.717425	0.965722	1.009685	0.953629	0.997042	化学原料及化学制品制造业
600691	2020-12-31	C26	237.987923	0.313705	2.014527	0.886862	0.97807	1.010191	0.970334	1.002201	化学原料及化学制品制造业
600698	2016-12-31	C36	652.332628	11.60795	1970.349698	9.860426	3.443845	3.466373	4.808395	4.83985	汽车制造业
600698	2017-12-31	C36		13.327553		13.450678	5.493075	5.541277	5.520324	5.568765	汽车制造业
600698	2018-12-31	C36		8.59605		8.258673	3.628284	3.655352	3.643085	3.670263	汽车制造业
600698	2019-12-31	C36	264.487858	6.175362	360.103908	4.073826	2.425578	2.455991	2.598838	2.631425	汽车制造业
600698	2020-12-31	C36	258.736768	4.111238	124.568834	3.386755	2.0647	2.084752	2.197704	2.219048	汽车制造业
600699	2016-12-31	C36	46.511738	1.693148	46.626783	2.268872	1.240824	1.684502	1.240824	1.684502	汽车制造业
600699	2017-12-31	C36	42.017117	1.172803	16.411226	2.277125	1.359457	1.911932	1.494986	2.10254	汽车制造业
600699	2018-12-31	C36	10.426949	0.394714	7.45585	1.219482	1.067281	1.315666	1.067281	1.315666	汽车制造业
600699	2019-12-31	C36	15.250305	0.358953	5.65053	1.294606	1.088536	1.374345	1.088536	1.374345	汽车制造业
600699	2020-12-31	C36	170.212598	0.724467	11.117395	1.782088	1.244736	1.551678	1.270613	1.583936	汽车制造业
600702	2016-12-31	C15	95.05086	5.215566	33.101801	3.278247	2.336073	2.436851	2.336073	2.436851	酒、饮料和精制茶制造业
600702	2017-12-31	C15	110.751274	9.605733	36.980621	5.928128	3.78436	3.908984	3.78436	3.908984	酒、饮料和精制茶制造业
600702	2018-12-31	C15	20.641877	3.479269	17.368046	2.835322	2.028928	2.089463	2.028928	2.089463	酒、饮料和精制茶制造业
600702	2019-12-31	C15	18.765218	3.812158	15.132825	3.117689	2.163455	2.216343	2.19	2.243536	酒、饮料和精制茶制造业
600702	2020-12-31	C15	47.299134	10.623761	28.804344	7.596098	4.810984	5.024829	4.864577	5.080805	酒、饮料和精制茶制造业
600702	2021-12-31	C15	59.399174	15.189311	33.86748	15.106448	9.643332	10.019629	9.708687	10.087534	酒、饮料和精制茶制造业
600703	2016-12-31	C39	25.204573	8.706132	26.559979	3.132066	2.562922	2.79096	2.576969	2.806258	计算机、通信和其他电子设备制造业
600703	2017-12-31	C39	32.727491	12.33674	40.42831	5.237175	4.319729	4.714486	4.319729	4.714486	计算机、通信和其他电子设备制造业
600703	2018-12-31	C39	16.299031	5.514697	13.812679	2.170796	1.808011	2.001187	1.808011	2.001187	计算机、通信和其他电子设备制造业
600703	2019-12-31	C39	57.667926	10.037499	26.845208	3.443504	2.790214	3.154923	2.790214	3.154923	计算机、通信和其他电子设备制造业
600703	2020-12-31	C39	119.048887	14.311413	62.540392	4.077472	3.133187	3.504612	3.342884	3.739166	计算机、通信和其他电子设备制造业
600707	2016-12-31	C39		19.644043		4.643389	1.756595	1.77917	1.757335	1.77992	计算机、通信和其他电子设备制造业
600707	2017-12-31	C39	1034.907538	58.563725	148.120682	1.291548	1.033699	1.060849	1.164291	1.194871	计算机、通信和其他电子设备制造业
600707	2018-12-31	C39	307.464975	7.681742	12.077769	0.720108	0.948452	1.007807	0.856381	0.909975	计算机、通信和其他电子设备制造业
600707	2019-12-31	C39	237.0317	2.571856	6.966392	0.727942	0.951604	1.00611	0.865165	0.91472	计算机、通信和其他电子设备制造业
600707	2020-12-31	C39		2.287398	6.03819	1.207798	1.068995	1.129507	1.100037	1.162305	计算机、通信和其他电子设备制造业
600714	2020-12-31	C26	435.469187	9.563753	358.158086	2.514204	2.365951	2.583647	2.365951	2.583647	化学原料及化学制品制造业
600714	2021-12-31	C26	50.438135	10.798019	54.898612	5.584595	5.08974	5.473372	5.08974	5.473372	化学原料及化学制品制造业
600722	2016-12-31	C26	185.968655	11.906127		7.180877	6.472698	6.586666	6.472698	6.586666	化学原料及化学制品制造业
600722	2017-12-31	C26	80.673561	6.294183		4.708391	4.245255	4.321874	4.245255	4.321874	化学原料及化学制品制造业
600722	2018-12-31	C26	28.563949	3.244365	14.326434	2.716243	2.525995	2.570227	2.525995	2.570227	化学原料及化学制品制造业
600722	2019-12-31	C26	57.552677	4.096334	21.909133	2.890756	2.722984	2.771192	2.722984	2.771192	化学原料及化学制品制造业
600722	2020-12-31	C26	180.476818	7.829728	97.270443	2.809052	2.643232	2.687613	2.643232	2.687613	化学原料及化学制品制造业
600727	2016-12-31	C26	123.713019	7.266361	13.887647	3.438213	2.76953	2.870933	2.769832	2.871246	化学原料及化学制品制造业
600727	2017-12-31	C26	33.466281	4.319804	15.551756	2.260767	1.9952	2.067127	1.99537	2.067303	化学原料及化学制品制造业
600727	2018-12-31	C26	20.482814	2.92865	11.251129	1.431458	1.307645	1.505239	1.307698	1.505299	化学原料及化学制品制造业
600727	2019-12-31	C26	10.306687	1.9282	8.31281	1.572962	1.437454	1.633007	1.437529	1.633092	化学原料及化学制品制造业
600727	2020-12-31	C26	11.748351	1.264191	6.547346	1.286607	1.119992	1.196453	1.180738	1.261346	化学原料及化学制品制造业
600727	2021-12-31	C26	9.129361	1.212209	29.719697	1.668558	1.296696	1.37217	1.356738	1.435707	化学原料及化学制品制造业
600731	2016-12-31	C26	114.952022	3.056573	25.400712	4.123489	2.435817	2.6356	2.438723	2.638744	化学原料及化学制品制造业
600731	2017-12-31	C26	36.348363	1.905519	14.449378	2.595183	1.756044	1.917233	1.757574	1.918903	化学原料及化学制品制造业
600731	2018-12-31	C26	19.287445	0.920904	12.924197	1.28027	1.134304	1.216087	1.146051	1.22868	化学原料及化学制品制造业
600731	2019-12-31	C26	23.174347	1.193614	12.795885	2.016075	1.493012	1.587865	1.536131	1.633724	化学原料及化学制品制造业
600731	2020-12-31	C26	9.652821	1.432266	6.321916	1.845154	1.411651	1.481192	1.447549	1.518859	化学原料及化学制品制造业
600731	2021-12-31	C26	13.704252	1.466202	32.491833	2.102539	1.639214	1.743998	1.640268	1.745118	化学原料及化学制品制造业
600732	2020-12-31	C38	40.336731	3.365174	120.04202	5.574409	1.460551	1.490149	3.100963	3.163804	电气机械及器材制造业
600733	2018-12-31	C36	185.136813	1.624811		1.64434	1.028592	1.082145	1.241714	1.306363	汽车制造业
600733	2019-12-31	C36	5246.484583	0.864946		1.155845	1.022454	1.073478	1.04652	1.098744	汽车制造业
600733	2020-12-31	C36		5.744945		2.660862	1.226343	1.328017	1.433379	1.552217	汽车制造业
600733	2021-12-31	C36		4.939601	8.617031	3.676458	1.504336	1.644052	1.800238	1.967437	汽车制造业
600734	2017-12-31	C39	31.353001	0.959703		2.038779	1.205096	1.484447	1.363066	1.679037	计算机、通信和其他电子设备制造业
600734	2018-12-31	C39		0.710661		1.50203	1.101475	1.294022	1.178387	1.38438	计算机、通信和其他电子设备制造业
600734	2019-12-31	C39		2.714161			2.577709	2.621574	2.891249	2.940449	计算机、通信和其他电子设备制造业
600734	2020-12-31	C39		0.654006			1.780139	1.80811	1.907641	1.937615	计算机、通信和其他电子设备制造业
600741	2016-12-31	C36	5.859244	0.404567	4.420631	1.096901	1.033824	1.06015	1.041281	1.067797	汽车制造业
600741	2017-12-31	C36	10.251431	0.666284	11.030294	1.874551	1.321835	1.353314	1.353969	1.386214	汽车制造业
600741	2018-12-31	C36	5.553594	0.369091	6.186995	1.061916	1.023004	1.058653	1.025301	1.06103	汽车制造业
600741	2019-12-31	C36	9.621473	0.56893	8.485537	1.395863	1.167025	1.207953	1.167025	1.207953	汽车制造业
600741	2020-12-31	C36	13.020982	0.680215	9.690594	1.561512	1.217191	1.25951	1.217191	1.25951	汽车制造业
600742	2016-12-31	C36	12.987654	0.569002	7.745926	1.39249	1.230068	1.261617	1.230068	1.261617	汽车制造业
600742	2017-12-31	C36	12.025074	0.548545	16.783835	1.351215	1.205382	1.233567	1.205382	1.233567	汽车制造业
600742	2018-12-31	C36	8.325288	0.372322	17.015047	0.917675	0.951419	0.972255	0.951419	0.972255	汽车制造业
600742	2019-12-31	C36	8.645694	0.345378	4.818145	0.898443	0.956976	0.983554	0.956976	0.983554	汽车制造业
600742	2020-12-31	C36	6.931187	0.344159	2.131276	0.849361	0.933486	0.955891	0.933486	0.955891	汽车制造业
600745	2016-12-31	C39	71.155751	1.016441	46.927437	2.670491	1.502333	1.713543	1.662335	1.89604	计算机、通信和其他电子设备制造业
600745	2017-12-31	C39	64.193365	1.270673	15.420871	5.863594	2.238817	2.659091	2.633402	3.127749	计算机、通信和其他电子设备制造业
600745	2018-12-31	C39	186.657731	0.776773	4.115416	3.609128	1.574571	1.757232	1.574571	1.757232	计算机、通信和其他电子设备制造业
600745	2019-12-31	C39	75.379114	2.500666	22.504831	4.853576	1.718575	2.918039	2.267449	3.849995	计算机、通信和其他电子设备制造业
600745	2020-12-31	C39	50.109178	2.383618	18.633233	4.239069	2.035338	3.66331	2.572441	4.630015	计算机、通信和其他电子设备制造业
600746	2016-12-31	C26	176.543572	6.168027	21.445134	8.759977	6.31723	6.31723	6.347957	6.347957	化学原料及化学制品制造业
600746	2017-12-31	C26	33.406232	3.224599		4.979488	4.066811	4.066811	4.084533	4.084533	化学原料及化学制品制造业
600746	2018-12-31	C26	490.860496	3.708078		3.740818	3.415299	3.415299	3.429256	3.429256	化学原料及化学制品制造业
600746	2019-12-31	C26		12.189223	231.530445	2.952617	0.936461	0.992479	0.936094	0.99209	化学原料及化学制品制造业
600746	2020-12-31	C26	28.598496	1.743037	8.773637	2.244389	1.29897	1.396661	2.028762	2.181338	化学原料及化学制品制造业
600746	2021-12-31	C26	6.709461	2.013627	6.882423	2.621617	1.510294	1.639938	2.405007	2.611453	化学原料及化学制品制造业
600750	2016-12-31	C27	24.346954	5.919853	13.245554	3.534698	3.162676	3.552338	3.162676	3.552338	医药制造业
600750	2017-12-31	C27	18.299358	4.376396	61.18694	2.621971	2.405616	2.663425	2.405616	2.663425	医药制造业
600750	2018-12-31	C27	15.121454	4.051095	14.623463	2.185563	2.010528	2.19169	2.010528	2.19169	医药制造业
600750	2019-12-31	C27	13.720794	2.685653	10.259635	1.676262	1.557635	1.690782	1.557635	1.690782	医药制造业
600750	2020-12-31	C27	13.632436	2.737838	8.882776	1.572296	1.494153	1.623612	1.494153	1.623612	医药制造业
600750	2021-12-31	C27	17.14571	3.167565	9.927073	1.986584	1.746943	1.88433	1.753803	1.89173	医药制造业
600760	2016-12-31	C36	341.316228	5.760763	50.172011	11.619097	4.578289	4.982947	4.578289	4.982947	汽车制造业
600760	2017-12-31	C36	69.289559	2.505178	14.924603	6.671443	1.387703	1.443222	2.570411	2.673248	汽车制造业
600760	2018-12-31	C37	52.051702	1.925713	164.989434	4.730152	1.306212	1.354898	2.076016	2.153394	铁路、船舶、航空航天和其它运输设备制造业
600760	2019-12-31	C37	50.255261	1.862403		4.746793	1.340143	1.387038	2.195247	2.272065	铁路、船舶、航空航天和其它运输设备制造业
600760	2020-12-31	C37	73.791788	4.008011	17.32346	10.10418	3.998138	4.117202	4.002673	4.121872	铁路、船舶、航空航天和其它运输设备制造业
600760	2021-12-31	C37	78.631177	3.913227	13.214163	10.845027	2.92741	2.971446	2.928869	2.972927	铁路、船舶、航空航天和其它运输设备制造业
600761	2016-12-31	C35	17.076621	1.265344	10.017313	1.742288	1.523878	1.577581	1.523878	1.577581	专用设备制造业
600761	2017-12-31	C35	14.993942	0.928035	8.954217	1.624536	1.422162	1.464881	1.422162	1.464881	专用设备制造业
600761	2018-12-31	C35	9.09933	0.669935	10.197035	1.312221	1.207181	1.241687	1.207181	1.241687	专用设备制造业
600761	2019-12-31	C35	9.26888	0.710937	8.436447	1.338731	1.22963	1.26363	1.22963	1.26363	专用设备制造业
600761	2020-12-31	C35	12.598057	0.821354	11.397516	1.756371	1.46326	1.508448	1.46326	1.508448	专用设备制造业
600761	2021-12-31	C35	11.792428	0.600627	14.300258	1.445238	1.245152	1.28447	1.245152	1.28447	专用设备制造业
600764	2016-12-31	C39	481.002666	34.127643	469.463376	14.415175	8.020338	8.020338	8.020338	8.020338	计算机、通信和其他电子设备制造业
600764	2017-12-31	C39	122.401579	30.341231		9.54756	6.08194	6.317154	7.099794	7.374373	计算机、通信和其他电子设备制造业
600764	2018-12-31	C39	139.453816	26.84909		8.840185	5.718657	5.955681	6.666513	6.942823	计算机、通信和其他电子设备制造业
600764	2019-12-31	C39	26.739992	4.412722	255.662057	4.323305	1.935929	2.002737	2.798231	2.894795	计算机、通信和其他电子设备制造业
600764	2020-12-31	C39	34.402247	5.510457	150.20996	3.768039	2.17249	2.234322	2.997615	3.08293	计算机、通信和其他电子设备制造业
600765	2016-12-31	C34	49.459185	2.076681	63.706524	2.760042	1.509731	1.613277	1.509731	1.613277	通用设备制造业
600765	2017-12-31	C34	91.91847	1.651477	10.27796	2.353028	1.427081	1.460351	1.427081	1.460351	通用设备制造业
600765	2018-12-31	C34	25.29422	1.063246	15.040884	1.254952	1.097427	1.122409	1.097427	1.122409	通用设备制造业
